8198000,132.826
8490000,132.824
8497000,132.824
20019000,132.824
20028000,132.823
28284000,132.823
28521000,132.822
28528000,132.822
39998000,132.822
40007000,132.821
60054000,132.821
60062000,132.821
68432000,132.821
68512000,132.823
68516000,132.823
80041000,132.823
80049000,132.824
88512000,132.824
88545000,132.826
88548000,132.826
100065000,132.826
100073000,132.825
108588000,132.825
108590000,132.825
108596000,132.825
122175000,132.825
122183000,132.825
128616000,132.825
128624000,132.824
128663000,132.824
140097000,132.824
140106000,132.823
160185000,132.823
160196000,132.827
180185000,132.827
180195000,132.829
188678000,132.829
188687000,132.829
188942000,132.829
200194000,132.829
200203000,132.828
208692000,132.828
208701000,132.829
209028000,132.829
220216000,132.829
220226000,132.829
240225000,132.829
240235000,132.828
248715000,132.828
248744000,132.828
260231000,132.828
260240000,132.828
268721000,132.828
268729000,132.827
269263000,132.827
280249000,132.827
280257000,132.825
288741000,132.825
288749000,132.824
302366000,132.824
302374000,132.825
308785000,132.825
308793000,132.825
320288000,132.825
320297000,132.825
328804000,132.825
328812000,132.825
340296000,132.825
340304000,132.826
348909000,132.826
348927000,132.826
368852000,132.826
368862000,132.83
380371000,132.83
380381000,132.83
389770000,132.83
400382000,132.83
400391000,132.831
408883000,132.831
408893000,132.831
420405000,132.831
420415000,132.832
428931000,132.832
428942000,132.833
440394000,132.833
440402000,132.833
448903000,132.833
448911000,132.832
460421000,132.832
460429000,132.831
468909000,132.831
468916000,132.83
482486000,132.83
482494000,132.83
488967000,132.83
488975000,132.829
500466000,132.829
500475000,132.828
508949000,132.828
508958000,132.828
520461000,132.828
520470000,132.829
530307000,132.829
540515000,132.83
540525000,132.831
549055000,132.831
549068000,132.831
560567000,132.831
560580000,132.833
580543000,132.833
580552000,132.834
589049000,132.834
589059000,132.835
600559000,132.835
600569000,132.836
609057000,132.836
609066000,132.836
620598000,132.836
620608000,132.837
629076000,132.837
629086000,132.837
640610000,132.837
640621000,132.837
650836000,132.837
662692000,132.837
662701000,132.838
669134000,132.838
669143000,132.838
680623000,132.838
680631000,132.836
689119000,132.836
689127000,132.837
700646000,132.837
700654000,132.837
709136000,132.837
709143000,132.836
720656000,132.836
720664000,132.836
729177000,132.836
729186000,132.836
740746000,132.836
740756000,132.835
760734000,132.835
760745000,132.833
769238000,132.833
769253000,132.834
780745000,132.834
780755000,132.834
791405000,132.834
800783000,132.833
800792000,132.832
809290000,132.832
809300000,132.831
820760000,132.831
820769000,132.83
829325000,132.83
829334000,132.829
842861000,132.829
842870000,132.828
849319000,132.828
849327000,132.829
860800000,132.829
860808000,132.83
869301000,132.83
869309000,132.83
880808000,132.83
880817000,132.83
889313000,132.83
889321000,132.831
900838000,132.831
900845000,132.831
909334000,132.831
909342000,132.831
920860000,132.831
920868000,132.83
929357000,132.83
929364000,132.829
949422000,132.829
949432000,132.83
960928000,132.83
960936000,132.829
972111000,132.829
980940000,132.829
980948000,132.828
989430000,132.828
989438000,132.829
1000938000,132.829
1000946000,132.83
1009439000,132.83
1009447000,132.83
1023021000,132.83
1023029000,132.83
1029527000,132.83
1029535000,132.829
1040966000,132.829
1040974000,132.829
1049507000,132.829
1049518000,132.829
1061039000,132.829
1061051000,132.831
1069526000,132.831
1069535000,132.831
1081045000,132.831
1081056000,132.832
1092603000,132.832
1101064000,132.832
1101074000,132.833
1109560000,132.833
1109569000,132.831
1112688000,132.831
1121115000,132.831
1121123000,132.83
1129638000,132.83
1129654000,132.829
1141121000,132.829
1141131000,132.828
1161131000,132.828
1161141000,132.827
1169628000,132.827
1169637000,132.827
1181187000,132.827
1181198000,132.827
1193028000,132.827
1203236000,132.825
1203245000,132.824
1213111000,132.824
1221183000,132.824
1221193000,132.823
1229695000,132.823
1229705000,132.822
1241170000,132.822
1241179000,132.821
1249718000,132.821
1249727000,132.822
1253275000,132.822
1261241000,132.823
1261252000,132.824
1273359000,132.824
1281246000,132.827
1281254000,132.828
1289752000,132.828
1289766000,132.829
1301270000,132.829
1301278000,132.83
1309778000,132.83
1309787000,132.829
1321292000,132.829
1321303000,132.828
1329791000,132.828
1329800000,132.828
1333631000,132.828
1349801000,132.828
1349810000,132.827
1361317000,132.827
1361325000,132.827
1373776000,132.827
1383383000,132.827
1383391000,132.827
1389865000,132.827
1389873000,132.828
1393853000,132.828
1401364000,132.828
1401371000,132.829
1409829000,132.829
1409838000,132.83
1421371000,132.83
1421379000,132.83
1429879000,132.83
1429889000,132.829
1441365000,132.829
1441373000,132.829
1449920000,132.829
1449937000,132.829
1454102000,132.829
1469922000,132.829
1469932000,132.829
